"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSImmunisation.administeredProduct.characteristic","EHDSImmunisation.administeredProduct.characteristic","","","",0,*,"","","","Base {[]} {[]}
","Additional features of the product (e.g. reimbursable, sugar-free, easy-open cap, score-lined). It is expected that implementers will define a valueset supporting their use cases.","Additional features of the product (e.g. reimbursable, sugar-free, easy-open cap, score-lined). It is expected that implementers will define a valueset supporting their use cases.","","","","","","","","","",,,,,"",,,,"EHDSMedication.characteristic",0,*,"",""
"EHDSImmunisation.administeredProduct.characteristic.type","EHDSImmunisation.administeredProduct.characteristic.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","A code expressing the type of characteristic.","A code expressing the type of characteristic.","","","","","","","","","",,,,,"",,,,"EHDSMedication.characteristic.type",1,1,"",""
"EHDSImmunisation.administeredProduct.characteristic.value[x]","EHDSImmunisation.administeredProduct.characteristic.value[x]","","","",0,1,"","","","boolean {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}Quantity {[]} {[]}dateTime {[]} {[]}integer {[]} {[]}decimal {[]} {[]}Ratio {[]} {[]}","Description of the characteristic value.","Description of the characteristic value.","","","","","","","","","",,,,,"",,,,"EHDSMedication.characteristic.value[x]",0,1,"",""
"EHDSImmunisation.administeredProduct.batch","EHDSImmunisation.administeredProduct.batch","","","",0,1,"","","","Base {[]} {[]}
","Batch information of a medicinal product. Typically recorded during dispense or administration, rarely known or relevant for a prescription/request.","Batch information of a medicinal product. Typically recorded during dispense or administration, rarely known or relevant for a prescription/request.","","","","","","","","","",,,,,"",,,,"EHDSMedication.batch",0,1,"",""
"EHDSImmunisation.administeredProduct.batch.lotNumber","EHDSImmunisation.administeredProduct.batch.lotNumber","","","",0,1,"","","","string {[]} {[]}
","Batch identifier of the medicinal product.","Batch identifier of the medicinal product.","","","","","","","","","",,,,,"",,,,"EHDSMedication.batch.lotNumber",0,1,"",""
"EHDSImmunisation.administeredProduct.batch.expirationDate","EHDSImmunisation.administeredProduct.batch.expirationDate","","","",0,1,"","","","dateTime {[]} {[]}
","Batch expiration date of the medicinal product.","Batch expiration date of the medicinal product.","","","","","","","","","",,,,,"",,,,"EHDSMedication.batch.expirationDate",0,1,"",""
"EHDSImmunisation.administrationTime","EHDSImmunisation.administrationTime","","","",1,1,"","","","dateTime {[]} {[]}
","The date and optionally the exact time when the vaccination was administered.","The date and optionally the exact time when the vaccination was administered.","","","","","","","","","",,,,,"",,,,"EHDSImmunisation.administrationTime",1,1,"",""
"EHDSImmunisation.administeringCentre","EHDSImmunisation.administeringCentre","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSOrganisation {[]} {[]}
","Administering centre or a health authority responsible for the vaccination event","Administering centre or a health authority responsible for the vaccination event","","","","","","","","","",,,,,"",,,,"EHDSImmunisation.administeringCentre",0,1,"",""
"EHDSImmunisation.administrator","EHDSImmunisation.administrator","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","Health professional responsible for administering the immunisation product.","Health professional responsible for administering the immunisation product.","","","","","","","","","",,,,,"",,,,"EHDSImmunisation.administrator",0,1,"",""
"EHDSImmunisation.note","EHDSImmunisation.note","","","",0,1,"","","","string {[]} {[]}
","Any additional free-text information about the immunisation","Any additional free-text information about the immunisation","","","","","","","","","",,,,,"",,,,"EHDSImmunisation.note",0,1,"",""
