"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSPatientSummaryObligations.procedures.note","EHDSPatientSummaryObligations.procedures.note","","","",0,1,"","","","string {[]} {[]}
","Free text notes by the health professional","Free text notes by the health professional","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.procedures.note",0,1,"",""
"EHDSPatientSummaryObligations.immunisations","EHDSPatientSummaryObligations.immunisations","","","",0,1,"","","","Base {[]} {[]}
","Section: Immunisations","A patient's immunisation status (vaccination and other prophylaxis). The section should include current immunisation status and may contain the entire history that is relevant to the period of time being summarised. Adverse reactions against vaccines should be documented in the allergy section.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.immunisations",0,1,"",""
"EHDSPatientSummaryObligations.immunisations.generatedNarrative","EHDSPatientSummaryObligations.immunisations.generatedNarrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the whole section.","Narrative, potentially formatted, content of the whole section.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.immunisations.generatedNarrative",0,1,"",""
"EHDSPatientSummaryObligations.immunisations.immunisation","EHDSPatientSummaryObligations.immunisations.immunisation","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSImmunisation {[]} {[]}
","Immunisations given to the patient and their status at the point of care.","Immunisations given to the patient and their status at the point of care.","","eHN PS Guideline","","","","","","","",,,,,"",,,,"EHDSPatientSummary.immunisations.immunisation",0,*,"",""
"EHDSPatientSummaryObligations.immunisations.note","EHDSPatientSummaryObligations.immunisations.note","","","",0,1,"","","","string {[]} {[]}
","Free text notes by the health professional","Free text notes by the health professional","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.immunisations.note",0,1,"",""
"EHDSPatientSummaryObligations.functionalStatus","EHDSPatientSummaryObligations.functionalStatus","","","",0,1,"","","","Base {[]} {[]}
","Section: Functional status","An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being.","","eHN PS Guideline, MyHealth@EU, ISO IPS","","","","","","","",,,,,"",,,,"EHDSPatientSummary.functionalStatus",0,1,"",""
"EHDSPatientSummaryObligations.functionalStatus.generatedNarrative","EHDSPatientSummaryObligations.functionalStatus.generatedNarrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the whole section.","Narrative, potentially formatted, content of the whole section.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.functionalStatus.generatedNarrative",0,1,"",""
"EHDSPatientSummaryObligations.functionalStatus.condition","EHDSPatientSummaryObligations.functionalStatus.condition","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCondition {[]} {[]}
","Condition information describing patient's functional status or disability.","Condition information describing patient's functional status or disability.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.functionalStatus.condition",0,*,"",""
"EHDSPatientSummaryObligations.functionalStatus.assessment","EHDSPatientSummaryObligations.functionalStatus.assessment","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation {[]} {[]}
","Assessment results regarding functional status.","Assessment results regarding functional status.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.functionalStatus.assessment",0,*,"",""
"EHDSPatientSummaryObligations.functionalStatus.note","EHDSPatientSummaryObligations.functionalStatus.note","","","",0,1,"","","","string {[]} {[]}
","Free text notes by the health professional","Free text notes by the health professional","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.functionalStatus.note",0,1,"",""
"EHDSPatientSummaryObligations.socialHistory","EHDSPatientSummaryObligations.socialHistory","","","",0,1,"","","","Base {[]} {[]}
","Section: Social history","Observations on social factors such as alcohol consumption or smoking. From the healthcare perspective, life-style factors relate to well-being but can also provide a source of risk factors.","","eHN PS Guideline, MyHealth@EU, ISO IPS","","","","","","","",,,,,"",,,,"EHDSPatientSummary.socialHistory",0,1,"",""
"EHDSPatientSummaryObligations.socialHistory.generatedNarrative","EHDSPatientSummaryObligations.socialHistory.generatedNarrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the whole section.","Narrative, potentially formatted, content of the whole section.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.socialHistory.generatedNarrative",0,1,"",""
